Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
[No author name available],[No author id available],"Thank you",1918,"General Science Quarterly","3","1",,"58","63",,,"10.1002/sce.3730030116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977703597&doi=10.1002%2fsce.3730030116&partnerID=40&md5=ebe1f3a23eb2062ea494e58e7ac2fb1c",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977703597
[No author name available],[No author id available],"Science articles in current periodicals",1918,"General Science Quarterly","2","4",,"473","485",,,"10.1002/sce.3730020409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977705431&doi=10.1002%2fsce.3730020409&partnerID=40&md5=f80feab5a1659995740dab235a422337",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977705431
"Lyon H.","57190151452;","Student interest in subject matter",1918,"General Science Quarterly","2","3",,"387","389",,,"10.1002/sce.3730020304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977725208&doi=10.1002%2fsce.3730020304&partnerID=40&md5=10c3a86237705122e3a806cda429bdac","High School Medford, Massachusetts, United States","Lyon, H., High School Medford, Massachusetts, United States",[No abstract available],,,,"Lyon, H.; High School Medford, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977725208
"Nichols M.L.","57190150427;","A remedy for the congestion of subject matter in general science",1918,"General Science Quarterly","2","4",,"458","468",,,"10.1002/sce.3730020403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977711646&doi=10.1002%2fsce.3730020403&partnerID=40&md5=f9b57484b073478039d5d32ac59cfc6d","Head of Dept of Science, South Philadelphia High School for Girls, United States","Nichols, M.L., Head of Dept of Science, South Philadelphia High School for Girls, United States",[No abstract available],,,,"Nichols, M.L.; Head of Dept of Science, South Philadelphia High School for GirlsUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977711646
"Saville F.E.","57190150822;","Food army recruits",1918,"General Science Quarterly","2","3",,"404","406",,,"10.1002/sce.3730020309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977702710&doi=10.1002%2fsce.3730020309&partnerID=40&md5=451789cb1aeae353f9a1effb2b014a8e",,"Saville, F.E.",[No abstract available],,,,"Saville, F.E.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977702710
"Walrath O.J.","16051345200;","Hot water boiler: Demonstration apparatus",1918,"General Science Quarterly","2","2",,"358","358",,,"10.1002/sce.3730020207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977710693&doi=10.1002%2fsce.3730020207&partnerID=40&md5=ccc687b4ce2964c85a86645df88a800d","High School, New Jersey, United States","Walrath, O.J., High School, New Jersey, United States",[No abstract available],,,,"Walrath, O.J.; High School, New Jersey, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977710693
"Stone C.H.","16038333200;","Conumdrum",1918,"General Science Quarterly","3","1",,"49","49",,,"10.1002/sce.3730030110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977736779&doi=10.1002%2fsce.3730030110&partnerID=40&md5=2c1dee6328760902b13f993a84ce02db",,"Stone, C.H.",[No abstract available],,,,"Stone, C.H.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977736779
[No author name available],[No author id available],"Books received",1918,"General Science Quarterly","2","3",,"415","415",,,"10.1002/sce.3730020312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977705894&doi=10.1002%2fsce.3730020312&partnerID=40&md5=efbdaff4a7f87d7d243a9b5458e1cb06",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977705894
[No author name available],[No author id available],"Magazine literature of interest to science teachers",1918,"General Science Quarterly","2","2",,"359","362",,,"10.1002/sce.3730020209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977727556&doi=10.1002%2fsce.3730020209&partnerID=40&md5=5e0c70641440e36560b30dc2e0b77631",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977727556
"Rowell P.E.","57190151958;","Hot water system: Demonstration apparatus",1918,"General Science Quarterly","2","4",,"469","469",,,"10.1002/sce.3730020404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733145&doi=10.1002%2fsce.3730020404&partnerID=40&md5=05a37a2f11bfe51c64e00a0bed69f3e6","San Jose High School, San Jose, California, United States","Rowell, P.E., San Jose High School, San Jose, California, United States",[No abstract available],,,,"Rowell, P.E.; San Jose High School, San Jose, California, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733145
"Howe C.M.","57190148839;","What eighty teachers think as to the aims and subject matter of general science",1918,"General Science Quarterly","2","4",,"445","458",,,"10.1002/sce.3730020402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977721845&doi=10.1002%2fsce.3730020402&partnerID=40&md5=1e09a113ba08f6eb7e0b3f020b74d91c","Hughes High School, Cincinnati, Ohio, United States","Howe, C.M., Hughes High School, Cincinnati, Ohio, United States",[No abstract available],,,,"Howe, C.M.; Hughes High School, Cincinnati, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977721845
"Cowen G.A.","57190150198;","Introduction to the gas engine",1917,"General Science Quarterly","1","4",,"236","237",,,"10.1002/sce.3730010410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977701055&doi=10.1002%2fsce.3730010410&partnerID=40&md5=fab237ca02aaf65153cd3db03d3756fa","West Roxbury High School, Boston, Massachusetts, United States","Cowen, G.A., West Roxbury High School, Boston, Massachusetts, United States",[No abstract available],,,,"Cowen, G.A.; West Roxbury High School, Boston, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977701055
"Rusterholtz J.H.","57190149069;","The present status of general science in high schools in Pennsylvania",1917,"General Science Quarterly","1","4",,"223","227",,,"10.1002/sce.3730010407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977730637&doi=10.1002%2fsce.3730010407&partnerID=40&md5=846ffb2c7b29f3e4d6b25d33171c659f","Chicago, Illinois, United States","Rusterholtz, J.H., Chicago, Illinois, United States",[No abstract available],,,,"Rusterholtz, J.H., Chicago, Illinois, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977730637
"Sones W.W.D.","57190152403;","Material of recent issue available for general science",1917,"General Science Quarterly","2","1",,"298","299",,,"10.1002/sce.3730020108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977709638&doi=10.1002%2fsce.3730020108&partnerID=40&md5=9c02da655d0495133b3dacf7d5141cff","Schenley High School, Pittsburgh, Pennsylvania, United States","Sones, W.W.D., Schenley High School, Pittsburgh, Pennsylvania, United States",[No abstract available],,,,"Sones, W.W.D.; Schenley High School, Pittsburgh, Pennsylvania, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977709638
"Whitman W.G.","56914043700;","The place and purpose of general science in education",1917,"General Science Quarterly","2","1",,"284","293",,,"10.1002/sce.3730020105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977700098&doi=10.1002%2fsce.3730020105&partnerID=40&md5=ecf4a36374579014a38761b62f341ebf","Normal School, Salem, Massachusetts, United States","Whitman, W.G., Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Whitman, W.G.; Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977700098
"Johnson A.C., Jr.","57190149462;","The selection and arrangement of material in a general science course",1917,"General Science Quarterly","1","2",,"83","88",,,"10.1002/sce.3730010203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977731188&doi=10.1002%2fsce.3730010203&partnerID=40&md5=2af5433277f999fc2ed2c2356476ec9b","N J High School, Englewood, New Jersey, United States","Johnson, A.C., Jr., N J High School, Englewood, New Jersey, United States",[No abstract available],,,,"Johnson, A.C.; N J High School, Englewood, New Jersey, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977731188
"Lott D.W.","57190151205;","A twenty minute project",1917,"General Science Quarterly","1","2",,"122","126",,,"10.1002/sce.3730010209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977713953&doi=10.1002%2fsce.3730010209&partnerID=40&md5=08bd883a9a0f9778287d6c68935e6f9b","High School, Lima, Ohio, United States","Lott, D.W., High School, Lima, Ohio, United States",[No abstract available],,,,"Lott, D.W.; High School, Lima, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977713953
"Quickstad N.J.","57190152123;","Some phases of the general science problem",1917,"General Science Quarterly","1","3",,"153","161",,2,"10.1002/sce.3730010305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977711796&doi=10.1002%2fsce.3730010305&partnerID=40&md5=c52ee66eafbde6f1b227dcbf63c87b52","Tech, High School, Virginia, Minnesota, United States","Quickstad, N.J., Tech, High School, Virginia, Minnesota, United States",[No abstract available],,,,"Quickstad, N.J.; Tech, High School, Virginia, Minnesota, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977711796
"Whitman W.G.","56914043700;","Twilight",1917,"General Science Quarterly","1","2",,"111","117",,,"10.1002/sce.3730010206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977732870&doi=10.1002%2fsce.3730010206&partnerID=40&md5=df21ab2a3a2e370acd47bbeaf4174d6a","State Normal School, Salem, Massachusetts, United States","Whitman, W.G., State Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Whitman, W.G.; State Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977732870
"Eikenberry W.L.","56914446800;","Bibliography of general science",1917,"General Science Quarterly","1","3",,"146","152",,1,"10.1002/sce.3730010304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751182982&doi=10.1002%2fsce.3730010304&partnerID=40&md5=a930021b9f98e4c5790e31427b390846","School of Education, University of Kansas, United States","Eikenberry, W.L., School of Education, University of Kansas, United States",[No abstract available],,,,"Eikenberry, W.L.; School of Education, University of KansasUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-33751182982
"Earley A.","57190151409;","Some problems of elementary science",1917,"General Science Quarterly","1","3",,"172","176",,,"10.1002/sce.3730010309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733116&doi=10.1002%2fsce.3730010309&partnerID=40&md5=c806d8655e23daf9e7f082187abb8a89","North Plainfield High School, North Plainfield, New Jersey, United States","Earley, A., North Plainfield High School, North Plainfield, New Jersey, United States",[No abstract available],,,,"Earley, A.; North Plainfield High School, North Plainfield, New Jersey, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733116
[No author name available],[No author id available],"Summer courses in general science",1917,"General Science Quarterly","1","4",,"248","248",,,"10.1002/sce.3730010425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977737627&doi=10.1002%2fsce.3730010425&partnerID=40&md5=a58092f3a4933309862efdc6762bb0f9",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977737627
"von Hofe G.D., Jr.","57190149364;","History of the general science movement",1917,"General Science Quarterly","1","4",,"200","206",,2,"10.1002/sce.3730010402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950448591&doi=10.1002%2fsce.3730010402&partnerID=40&md5=402f0915990649e50cec47aa79cf917c","Teachers College, Columbia University, United States","von Hofe, G.D., Jr., Teachers College, Columbia University, United States",[No abstract available],,,,"von Hofe, G.D.; Teachers College, Columbia UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84950448591
"Brownell H.","57190149814;","Some of the pedagogy of general science",1917,"General Science Quarterly","1","3",,"140","145",,2,"10.1002/sce.3730010303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977722680&doi=10.1002%2fsce.3730010303&partnerID=40&md5=712e15e3d092314e14a37567a228edee","Teachers College, University of Nebraska, United States","Brownell, H., Teachers College, University of Nebraska, United States",[No abstract available],,,,"Brownell, H.; Teachers College, University of NebraskaUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977722680
"Worun A.A.","57190150587;","General science in Michigan",1917,"General Science Quarterly","2","1",,"267","284",,,"10.1002/sce.3730020104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977728909&doi=10.1002%2fsce.3730020104&partnerID=40&md5=138c57f97ce99d25741d0063381412d7","Instructor General Science, Soo High School, Sault Ste Marie, Michigan, United States","Worun, A.A., Instructor General Science, Soo High School, Sault Ste Marie, Michigan, United States",[No abstract available],,,,"Worun, A.A.; Instructor General Science, Soo High School, Sault Ste Marie, Michigan, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977728909
"Libby E.M.","57190149106;","How shall we organize our general science?",1917,"General Science Quarterly","1","3",,"189","190",,,"10.1002/sce.3730010312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977715388&doi=10.1002%2fsce.3730010312&partnerID=40&md5=1abf80000eea5b56fdd444b0ae4e7032","Presque Isle High School, Maine, United States","Libby, E.M., Presque Isle High School, Maine, United States",[No abstract available],,,,"Libby, E.M.; Presque Isle High School, Maine, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977715388
"Lunt J.R.","56914284800;","An illuminating gas project",1917,"General Science Quarterly","1","4",,"213","215",,,"10.1002/sce.3730010404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977703247&doi=10.1002%2fsce.3730010404&partnerID=40&md5=5d6c0f12c49accee4fe6952d256d8da0","English High School, Boston, United States","Lunt, J.R., English High School, Boston, United States",[No abstract available],,,,"Lunt, J.R.; English High School, Boston, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977703247
[No author name available],[No author id available],"General science bulletin",1917,"General Science Quarterly","1","4",,"228","232",,,"10.1002/sce.3730010408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977712530&doi=10.1002%2fsce.3730010408&partnerID=40&md5=7ecf1bce32367f1cd49fcaadfc5e6952",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977712530
"Carpenter H.A.","56913988900;","General science in the junior high school at Rochester, N. Y.",1917,"General Science Quarterly","2","1",,"255","266",,,"10.1002/sce.3730020103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977713121&doi=10.1002%2fsce.3730020103&partnerID=40&md5=82c1fa417cf9ff83a1c3d8bbb49f97a5","West High School","Carpenter, H.A., West High School",[No abstract available],,,,"Carpenter, H.A.; West High School",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977713121
"Davison H.F.","57190151518;","Home‐made apparatus",1917,"General Science Quarterly","1","3",,"177","179",,,"10.1002/sce.3730010310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733713&doi=10.1002%2fsce.3730010310&partnerID=40&md5=e921d37876f99ab775b15c9320c64630","High School, Pawtucket, Rhode Island, United States","Davison, H.F., High School, Pawtucket, Rhode Island, United States",[No abstract available],,,,"Davison, H.F.; High School, Pawtucket, Rhode Island, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733713
"Woodhull J.F.","23084308400;","An experiment with superheated steam",1917,"General Science Quarterly","1","4",,"222","222",,,"10.1002/sce.3730010406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977701081&doi=10.1002%2fsce.3730010406&partnerID=40&md5=3c5d0693575a6d8376f26a82cacb5a41","Teachers College, Columbia University, United States","Woodhull, J.F., Teachers College, Columbia University, United States",[No abstract available],,,,"Woodhull, J.F.; Teachers College, Columbia UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977701081
